fund_name,provider,quarter,fee,return_1yr,return_5yr,risk,fum,members,alloc_cash,alloc_nz_fixed,alloc_intl_fixed,alloc_aus_equities,alloc_intl_equities,alloc_listed_property,alloc_unlisted_property,alloc_other,alloc_commodities
AMP Conservative Fund,AMP KiwiSaver Scheme,2019-12-31,0.96,8.05,,,393816123.35,11456,24.34,24.85,23.44,6.26,16.98,2.72,0.0,0.67,0.74
AMP Conservative Fund,AMP KiwiSaver Scheme,2020-03-31,0.96,-0.25,,,396688521.11,11956,26.58,26.31,24.51,5.38,13.92,2.18,0.0,0.53,0.59
AMP Conservative Fund,AMP KiwiSaver Scheme,2020-06-30,0.99,1.3,,,422545015.98,11918,27.32,25.28,23.58,5.88,14.67,2.19,0.0,0.51,0.57
AMP Conservative Fund,AMP KiwiSaver Scheme,2020-09-30,0.99,1.0,,,432815107.45,11804,24.97,25.01,23.82,5.96,16.65,2.34,0.0,0.56,0.69
AMP Conservative Fund,AMP KiwiSaver Scheme,2020-12-31,0.99,2.68,,,440170513.49,11634,21.7,24.17,23.7,6.61,19.95,2.53,0.0,0.58,0.76
AMP Conservative Fund,AMP KiwiSaver Scheme,2021-03-31,0.99,7.47,,,437363414.32,11480,21.52,24.83,23.5,6.11,20.08,2.63,0.0,0.56,0.77
AMP Conservative Fund,AMP KiwiSaver Scheme,2021-09-30,1.01,3.83,,,444839556.2,11067,24.48,22.36,28.84,6.53,17.79,0.0,0.0,0.0,0.0
AMP Conservative Fund,AMP KiwiSaver Scheme,2021-12-31,1.01,2.31,,,449160071.3,11088,23.68,23.02,28.7,5.96,18.64,0.0,0.0,0.0,0.0
AMP Conservative Fund,AMP KiwiSaver Scheme,2022-03-31,1.01,-1.47,,,438275325.4,11179,24.73,22.95,28.36,5.9,18.06,0.0,0.0,0.0,0.0
AMP Conservative Fund,AMP KiwiSaver Scheme,2022-12-31,0.86,-7.75,,,417230498.1,11126,23.85,23.06,29.07,6.12,17.9,0.0,0.0,0.0,0.0
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2017-12-31,1.06,5.58,,,97732079.0,3084,28.59,22.11,23.87,6.27,15.75,2.64,0.0,0.0,0.77
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2018-03-31,1.06,2.83,,,103682709.13,3215,29.23,22.42,24.05,6.08,14.9,2.54,0.0,0.0,0.78
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2018-06-30,1.08,3.99,,,107972623.2,3285,28.72,22.12,23.66,6.46,15.6,2.66,0.0,0.0,0.78
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2018-09-30,1.08,4.09,,,113993289.88,3330,29.35,21.94,23.45,6.21,15.73,2.57,0.0,0.0,0.75
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2018-12-31,1.08,-0.21,,,111597396.1,3378,25.53,25.45,24.46,5.9,14.72,2.52,0.0,0.67,0.75
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2019-03-31,1.08,4.54,,,119717559.43,3407,22.24,25.04,24.11,6.31,18.07,2.75,0.0,0.7,0.78
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2019-06-30,0.96,4.69,,,124784112.67,3470,22.94,25.37,24.61,6.32,16.69,2.62,0.0,0.69,0.76
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2019-12-31,0.96,8.05,,,142386779.8,3694,24.34,24.85,23.44,6.26,16.98,2.72,0.0,0.67,0.74
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2020-03-31,0.96,-0.25,,,139756185.59,3764,26.58,26.31,24.51,5.38,13.92,2.18,0.0,0.53,0.59
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2020-06-30,0.99,1.3,,,154361851.29,3905,27.32,25.28,23.58,5.88,14.67,2.19,0.0,0.51,0.57
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2020-09-30,0.99,1.0,,,161644930.82,3961,24.97,25.01,23.82,5.96,16.65,2.34,0.0,0.56,0.69
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2020-12-31,0.99,2.68,,,169120557.73,4014,21.7,24.17,23.7,6.61,19.95,2.53,0.0,0.58,0.76
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2021-03-31,0.99,7.47,,,172899786.68,4071,21.52,24.83,23.5,6.11,20.08,2.63,0.0,0.56,0.77
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2021-09-30,1.01,3.83,,,184607529.0,4152,24.48,22.36,28.84,6.53,17.79,0.0,0.0,0.0,0.0
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2021-12-31,1.01,2.31,,,190305856.5,4288,23.68,23.02,28.7,5.96,18.64,0.0,0.0,0.0,0.0
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2022-03-31,1.01,-1.47,,,184008861.6,4309,24.73,22.95,28.36,5.9,18.06,0.0,0.0,0.0,0.0
AMP Conservative Fund (lifesteps),AMP KiwiSaver Scheme,2022-12-31,0.86,-7.75,,,176319811.8,4386,23.85,23.06,29.07,6.12,17.9,0.0,0.0,0.0,0.0
AMP Defensive Conservative Fund,AMP KiwiSaver Scheme,2021-12-31,0.42,2.16,,,473560040.4,15446,22.14,28.99,28.89,6.0,13.98,0.0,0.0,0.0,0.0
AMP Defensive Conservative Fund,AMP KiwiSaver Scheme,2022-03-31,0.42,-1.58,,,443812549.2,15026,20.94,29.62,29.25,6.07,14.12,0.0,0.0,0.0,0.0
AMP Defensive Conservative Fund,AMP KiwiSaver Scheme,2022-12-31,0.38,-7.23,,,411496666.2,14001,28.51,22.68,26.92,6.08,15.81,0.0,0.0,0.0,0.0
AMP Global Fixed Interest Fund,AMP KiwiSaver Scheme,2021-09-30,0.96,-1.58,,,969807.74,71,1.1,0.18,98.72,0.0,0.0,0.0,0.0,0.0,0.0
AMP Global Fixed Interest Fund,AMP KiwiSaver Scheme,2021-12-31,0.96,-1.94,,,788673.09,66,0.32,0.21,99.47,0.0,0.0,0.0,0.0,0.0,0.0
AMP Global Fixed Interest Fund,AMP KiwiSaver Scheme,2022-03-31,0.96,-3.49,,,794067.21,66,0.0,0.21,99.79,0.0,0.0,0.0,0.0,0.0,0.0
AMP Global Fixed Interest Fund,AMP KiwiSaver Scheme,2022-12-31,0.84,-9.09,,,579122.93,63,0.0,0.25,99.75,0.0,0.0,0.0,0.0,0.0,0.0
AMP Growth Fund,AMP KiwiSaver Scheme,2013-09-30,1.08,13.66,,,312998547.4,25118,8.34,4.83,3.81,19.07,46.03,4.64,4.15,9.13,
AMP Growth Fund,AMP KiwiSaver Scheme,2013-12-31,1.08,13.56,,,337089178.83,25521,9.99,4.82,3.81,18.78,43.77,8.4,1.3,9.13,
AMP Growth Fund,AMP KiwiSaver Scheme,2014-03-31,1.08,9.29,,,355470653.69,25748,11.13,4.77,4.39,18.79,41.76,5.74,4.01,9.41,
AMP Growth Fund,AMP KiwiSaver Scheme,2014-06-30,1.09,13.85,,,377506841.41,26057,12.0,4.69,4.71,18.17,41.3,6.0,3.93,9.2,
AMP Growth Fund,AMP KiwiSaver Scheme,2014-09-30,1.09,11.46,,,410676791.22,26553,11.41,4.86,4.92,18.76,41.39,5.7,4.07,8.89,
AMP Growth Fund,AMP KiwiSaver Scheme,2014-12-31,1.09,9.69,,,430497389.8,28818,10.45,4.95,4.94,18.65,41.32,8.67,0.4,10.62,
AMP Growth Fund,AMP KiwiSaver Scheme,2015-03-31,1.09,12.61,,,465355837.2,27319,9.96,3.92,3.91,18.8,42.16,8.84,0.32,12.09,
AMP Growth Fund,AMP KiwiSaver Scheme,2015-06-30,1.01,8.75,,,484279765.13,27892,10.06,4.08,4.01,18.96,42.14,8.76,0.0,11.99,
AMP Growth Fund,AMP KiwiSaver Scheme,2016-03-31,1.01,-0.77,,,513359611.05,28134,7.16,4.03,4.09,19.46,46.66,9.53,0.0,5.08,3.99
AMP Growth Fund,AMP KiwiSaver Scheme,2016-06-30,1.17,-1.44,,,526011226.0,28054,9.9,4.05,4.11,18.9,44.05,9.47,0.0,5.2,4.32
AMP Growth Fund,AMP KiwiSaver Scheme,2016-09-30,1.17,8.41,,,559541125.53,27898,12.49,3.91,3.95,19.31,49.06,8.24,0.0,0.0,3.04
AMP Growth Fund,AMP KiwiSaver Scheme,2016-12-31,1.17,6.25,,,568175700.37,27731,12.73,3.75,3.81,19.42,49.4,7.78,0.0,0.0,3.11
AMP Growth Fund,AMP KiwiSaver Scheme,2017-12-31,1.29,14.31,,,685299433.0,27977,11.54,3.71,5.86,23.28,49.48,4.82,0.0,0.0,1.31
AMP Growth Fund,AMP KiwiSaver Scheme,2018-03-31,1.29,6.29,,,670698472.02,27975,12.11,3.99,6.03,23.21,48.61,4.71,0.0,0.0,1.34
AMP Growth Fund,AMP KiwiSaver Scheme,2018-06-30,1.34,10.37,,,701230709.9,28086,11.81,3.87,5.79,23.65,48.77,4.81,0.0,0.0,1.3
AMP Growth Fund,AMP KiwiSaver Scheme,2018-09-30,1.34,10.75,,,735951308.25,28200,11.97,3.87,5.76,23.07,49.17,4.94,0.0,0.0,1.22
AMP Growth Fund,AMP KiwiSaver Scheme,2018-12-31,1.34,-4.07,,,657245171.28,27835,7.48,7.43,6.47,23.8,47.12,5.32,0.0,1.12,1.26
AMP Growth Fund,AMP KiwiSaver Scheme,2019-03-31,1.34,7.21,,,726863420.64,28338,5.77,6.7,5.85,23.28,50.57,5.54,0.0,1.08,1.21
AMP Growth Fund,AMP KiwiSaver Scheme,2019-06-30,1.05,6.3,,,753781125.67,28323,6.87,6.58,5.79,23.68,49.38,5.52,0.0,1.03,1.15
AMP Growth Fund,AMP KiwiSaver Scheme,2019-12-31,1.05,19.06,,,796442549.7,27960,7.17,6.27,5.58,23.46,49.93,5.4,0.0,1.04,1.15
AMP Growth Fund,AMP KiwiSaver Scheme,2020-03-31,1.05,-5.59,,,659389297.6,27185,8.05,6.47,6.73,22.65,49.13,4.98,0.0,0.94,1.05
AMP Growth Fund,AMP KiwiSaver Scheme,2020-06-30,1.16,0.06,,,746195684.51,27151,7.7,6.0,6.25,23.9,49.46,4.84,0.0,0.87,0.98
AMP Growth Fund,AMP KiwiSaver Scheme,2020-09-30,1.16,0.52,,,785202050.75,27243,7.51,6.78,6.05,23.32,49.44,5.01,0.0,0.85,1.04
AMP Growth Fund,AMP KiwiSaver Scheme,2020-12-31,1.16,4.83,,,850260749.42,27218,5.49,6.13,5.64,24.21,51.6,5.06,0.0,0.81,1.06
AMP Growth Fund,AMP KiwiSaver Scheme,2021-03-31,1.16,25.65,,,872643394.59,27455,4.94,6.72,5.31,23.24,52.88,5.0,0.0,0.8,1.11
AMP Growth Fund,AMP KiwiSaver Scheme,2021-09-30,1.23,15.65,,,920881644.5,28568,3.81,7.76,9.92,20.22,58.29,0.0,0.0,0.0,0.0
AMP Growth Fund,AMP KiwiSaver Scheme,2021-12-31,1.23,11.37,,,953686521.5,28690,4.16,7.85,9.59,18.56,59.84,0.0,0.0,0.0,0.0
AMP Growth Fund,AMP KiwiSaver Scheme,2022-03-31,1.23,1.39,,,891101842.8,28416,4.09,8.01,9.72,18.83,59.35,0.0,0.0,0.0,0.0
AMP Growth Fund,AMP KiwiSaver Scheme,2022-12-31,0.93,-13.92,,,828607905.2,28464,4.98,6.03,12.09,16.34,60.56,0.0,0.0,0.0,0.0
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2017-12-31,1.29,14.31,,,222243102.0,11965,11.54,3.71,5.86,23.28,49.48,4.82,0.0,0.0,1.31
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2018-03-31,1.29,6.29,,,215044781.76,11942,12.11,3.99,6.03,23.21,48.61,4.71,0.0,0.0,1.34
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2018-06-30,1.34,10.37,,,221825032.7,11923,11.81,3.87,5.79,23.65,48.77,4.81,0.0,0.0,1.3
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2018-09-30,1.34,10.75,,,231333384.71,11958,11.97,3.87,5.76,23.07,49.17,4.94,0.0,0.0,1.22
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2018-12-31,1.34,-4.07,,,207974631.76,11921,7.48,7.43,6.47,23.8,47.12,5.32,0.0,1.12,1.26
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2019-03-31,1.34,7.21,,,227309933.99,11992,5.77,6.7,5.85,23.28,50.57,5.54,0.0,1.08,1.21
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2019-06-30,1.05,6.3,,,231922457.81,11974,6.87,6.58,5.79,23.68,49.38,5.52,0.0,1.03,1.15
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2019-12-31,1.05,19.06,,,239775488.22,11694,7.17,6.27,5.58,23.46,49.93,5.4,0.0,1.04,1.15
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2020-03-31,1.05,-5.59,,,195673749.32,11417,8.05,6.47,6.73,22.65,49.13,4.98,0.0,0.94,1.05
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2020-06-30,1.16,0.06,,,216879087.67,11309,7.7,6.0,6.25,23.9,49.46,4.84,0.0,0.87,0.98
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2020-09-30,1.16,0.52,,,225331299.8,11313,7.51,6.78,6.05,23.32,49.44,5.01,0.0,0.85,1.04
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2020-12-31,1.16,4.83,,,238877353.34,11206,5.49,6.13,5.64,24.21,51.6,5.06,0.0,0.81,1.06
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2021-03-31,1.16,25.65,,,238373162.06,11091,4.94,6.72,5.31,23.24,52.88,5.0,0.0,0.8,1.11
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2021-09-30,1.23,15.65,,,235373138.4,10822,3.81,7.76,9.92,20.22,58.29,0.0,0.0,0.0,0.0
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2021-12-31,1.23,11.37,,,239289706.6,10798,4.16,7.85,9.59,18.56,59.84,0.0,0.0,0.0,0.0
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2022-03-31,1.23,1.39,,,221254387.6,10716,4.09,8.01,9.72,18.83,59.35,0.0,0.0,0.0,0.0
AMP Growth Fund (lifesteps),AMP KiwiSaver Scheme,2022-12-31,0.93,-13.92,,,201320642.2,10868,4.98,6.03,12.09,16.34,60.56,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2016-09-30,1.24,0.0,,,101315.05,22,3.77,0.0,0.0,2.19,94.04,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2016-12-31,1.2,0.0,,,250841.96,39,5.25,0.0,0.0,2.28,92.47,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2017-12-31,1.47,18.08,,,2639370.0,251,3.6,0.0,0.0,2.09,94.31,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2018-03-31,1.52,8.64,,,3369495.35,308,3.81,0.0,0.0,2.1,94.09,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2018-06-30,1.54,13.29,,,3926131.97,342,2.92,0.0,0.0,2.21,94.87,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2018-09-30,1.54,15.45,,,4229100.19,378,2.39,0.0,0.0,2.0,95.61,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2018-12-31,1.54,-8.47,,,3510191.51,380,2.08,0.0,0.0,2.06,95.86,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2019-03-31,1.54,4.86,,,4014118.51,385,2.61,0.0,0.0,2.26,95.13,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2019-06-30,0.88,3.05,,,4231860.06,395,2.91,0.0,0.0,2.05,95.04,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2019-12-31,0.88,23.15,,,4417234.11,386,0.69,0.0,0.0,2.04,97.27,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2020-03-31,0.88,-6.62,,,3632354.1,374,4.12,0.0,0.0,1.67,94.21,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2020-06-30,1.17,0.13,,,4622404.94,397,1.67,0.0,0.0,1.82,96.51,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2020-09-30,1.17,2.25,,,4993218.54,402,1.82,0.0,0.0,1.86,96.32,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2020-12-31,1.17,5.47,,,5652920.96,407,0.92,0.0,0.0,2.09,96.99,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2021-03-31,1.17,35.5,,,5805597.91,412,2.87,0.0,0.0,1.81,95.32,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2021-09-30,1.34,23.4,,,7256074.23,469,0.55,0.0,0.0,0.0,99.45,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2021-12-31,1.34,23.29,,,7839858.13,502,0.18,0.0,0.0,0.0,99.82,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2022-03-31,1.34,6.11,,,7473652.75,509,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AMP International Shares Fund,AMP KiwiSaver Scheme,2022-12-31,0.96,-17.74,,,7596502.07,549,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2013-09-30,1.03,9.05,,,237376498.8,14383,16.8,15.72,14.66,11.93,28.19,3.59,3.21,5.9,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2013-12-31,1.03,8.72,,,254450474.9,14812,18.39,15.59,14.57,11.79,25.78,6.78,1.05,6.05,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2014-03-31,1.03,6.23,,,268111723.75,14950,18.8,15.63,15.33,11.92,24.2,4.61,3.23,6.28,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2014-06-30,1.04,9.75,,,285613264.06,15292,19.23,15.56,15.66,11.56,24.0,4.74,3.1,6.15,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2014-09-30,1.04,8.98,,,320250305.31,16192,20.21,15.49,15.5,11.63,23.78,4.46,3.18,5.75,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2014-12-31,1.04,8.47,,,348212110.6,19614,19.16,15.74,15.66,11.66,23.36,6.62,0.31,7.49,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2015-03-31,1.04,10.46,,,383759600.1,17468,18.04,14.97,14.96,11.78,24.11,6.78,0.25,9.11,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2015-06-30,1.01,7.52,,,404659107.03,18079,18.01,15.07,15.08,11.86,24.16,6.87,0.0,8.95,
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2016-03-31,1.02,0.66,,,458539789.5,18916,15.97,14.7,14.64,12.59,29.48,6.69,0.0,3.44,2.49
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2016-06-30,1.14,0.68,,,472291245.0,18899,18.07,14.79,14.84,12.48,26.93,6.74,0.0,3.53,2.62
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2016-09-30,1.14,6.57,,,500252201.66,18844,21.09,14.8,14.78,12.7,29.45,5.72,0.0,0.0,1.46
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2016-12-31,1.14,4.66,,,512016131.21,18868,21.0,14.68,14.74,12.6,30.05,5.44,0.0,0.0,1.49
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2017-12-31,1.24,9.28,,,606523548.0,19037,19.98,14.82,16.78,14.62,29.45,3.37,0.0,0.0,0.98
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2018-03-31,1.24,4.32,,,601470956.07,18985,20.7,15.08,17.13,14.39,28.45,3.26,0.0,0.0,0.99
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2018-06-30,1.27,6.69,,,623997132.6,18894,19.75,14.79,16.65,15.12,29.35,3.37,0.0,0.0,0.97
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2018-09-30,1.27,6.86,,,652109683.28,18844,20.09,14.75,16.83,14.54,29.35,3.5,0.0,0.0,0.94
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2018-12-31,1.27,-1.84,,,615242303.38,18644,16.44,18.65,17.68,14.4,27.47,3.56,0.0,0.85,0.95
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2019-03-31,1.27,5.69,,,675298978.38,19217,14.0,17.57,16.93,14.78,31.18,3.76,0.0,0.84,0.94
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2019-06-30,1.08,5.46,,,695038502.4,19160,15.0,17.35,16.83,15.33,29.95,3.83,0.0,0.81,0.9
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2019-12-31,1.08,12.58,,,742963333.68,19115,15.74,17.53,16.3,14.79,30.04,3.88,0.0,0.82,0.9
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2020-03-31,1.08,-2.47,,,672893157.56,18877,17.17,19.22,18.15,13.53,27.19,3.3,0.0,0.68,0.76
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2020-06-30,1.14,0.91,,,728297059.19,18762,15.48,18.56,17.54,14.86,28.81,3.35,0.0,0.66,0.74
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2020-09-30,1.14,0.95,,,760779541.37,18773,15.67,18.33,17.08,14.66,29.4,3.48,0.0,0.62,0.76
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2020-12-31,1.14,3.87,,,791770955.55,18691,13.09,17.23,16.53,15.44,32.65,3.65,0.0,0.61,0.8
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2021-03-31,1.14,14.92,,,809689068.99,19014,13.1,17.2,16.14,14.91,33.48,3.7,0.0,0.62,0.85
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2021-09-30,1.19,8.58,,,853623554.6,20105,10.79,16.42,20.64,12.78,39.37,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2021-12-31,1.19,6.11,,,875201606.6,20026,10.49,16.56,20.26,11.73,40.96,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2022-03-31,1.19,-0.47,,,828152974.9,19823,10.62,16.79,20.4,11.83,40.36,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund,AMP KiwiSaver Scheme,2022-12-31,0.92,-11.11,,,783906582.3,19477,15.09,16.04,22.05,10.13,36.69,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2017-12-31,1.24,9.28,,,426042430.0,13326,19.98,14.82,16.78,14.62,29.45,3.37,0.0,0.0,0.98
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-03-31,1.24,4.32,,,422829817.93,13323,20.7,15.08,17.13,14.39,28.45,3.26,0.0,0.0,0.99
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-06-30,1.27,6.69,,,438853219.3,13260,19.75,14.79,16.65,15.12,29.35,3.37,0.0,0.0,0.97
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-09-30,1.27,6.86,,,459841160.22,13277,20.09,14.75,16.83,14.54,29.35,3.5,0.0,0.0,0.94
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2018-12-31,1.27,-1.84,,,436720891.53,13197,16.44,18.65,17.68,14.4,27.47,3.56,0.0,0.85,0.95
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2019-03-31,1.27,5.69,,,471137532.41,13228,14.0,17.57,16.93,14.78,31.18,3.76,0.0,0.84,0.94
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2019-06-30,1.08,5.46,,,484370929.99,13155,15.0,17.35,16.83,15.33,29.95,3.83,0.0,0.81,0.9
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2019-12-31,1.08,12.58,,,515749245.73,13067,15.74,17.53,16.3,14.79,30.04,3.88,0.0,0.82,0.9
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-03-31,1.08,-2.47,,,469223825.27,12921,17.17,19.22,18.15,13.53,27.19,3.3,0.0,0.68,0.76
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-06-30,1.14,0.91,,,506587871.43,12805,15.48,18.56,17.54,14.86,28.81,3.35,0.0,0.66,0.74
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-09-30,1.14,0.95,,,524195355.01,12728,15.67,18.33,17.08,14.66,29.4,3.48,0.0,0.62,0.76
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2020-12-31,1.14,3.87,,,540735699.86,12565,13.09,17.23,16.53,15.44,32.65,3.65,0.0,0.61,0.8
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2021-03-31,1.14,14.92,,,541746962.57,12386,13.1,17.2,16.14,14.91,33.48,3.7,0.0,0.62,0.85
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2021-09-30,1.19,8.58,,,534190876.3,11978,10.79,16.42,20.64,12.78,39.37,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2021-12-31,1.19,6.11,,,544106727.7,11869,10.49,16.56,20.26,11.73,40.96,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2022-03-31,1.19,-0.47,,,514151542.3,11769,10.62,16.79,20.4,11.83,40.36,0.0,0.0,0.0,0.0
AMP Moderate Balanced Fund (lifesteps),AMP KiwiSaver Scheme,2022-12-31,0.92,-11.11,,,487999207.6,11640,15.09,16.04,22.05,10.13,36.69,0.0,0.0,0.0,0.0
AMP Moderate Fund,AMP KiwiSaver Scheme,2013-09-30,0.98,7.25,,,159382576.7,9488,20.25,18.62,17.45,9.66,22.97,2.73,2.44,5.89,
AMP Moderate Fund,AMP KiwiSaver Scheme,2013-12-31,0.98,6.96,,,170915431.68,9736,22.88,18.44,17.35,9.23,20.2,5.05,0.78,6.07,
AMP Moderate Fund,AMP KiwiSaver Scheme,2014-03-31,0.98,5.35,,,182156514.54,9870,22.92,18.46,18.09,9.32,18.96,3.46,2.42,6.37,
AMP Moderate Fund,AMP KiwiSaver Scheme,2014-06-30,1.0,8.56,,,194705325.03,10106,23.25,18.64,18.6,9.32,18.23,3.56,2.34,6.06,
AMP Moderate Fund,AMP KiwiSaver Scheme,2014-09-30,1.0,8.13,,,214512168.68,10477,23.45,18.7,18.67,9.35,18.26,3.38,2.41,5.78,
AMP Moderate Fund,AMP KiwiSaver Scheme,2014-12-31,1.0,7.92,,,237998328.1,12176,22.55,18.66,18.8,9.3,18.04,5.24,0.24,7.17,
AMP Moderate Fund,AMP KiwiSaver Scheme,2015-03-31,1.0,9.51,,,262605586.8,11560,21.85,18.05,18.04,9.41,18.49,5.38,0.19,8.59,
AMP Moderate Fund,AMP KiwiSaver Scheme,2015-06-30,0.97,6.92,,,280771420.94,12076,22.11,18.15,18.03,9.44,18.43,5.39,0.0,8.45,
